show,episode,date,time,link,teaser,moderator,topicsCount,toParse,respondent_first_name,respondent_last_name,respondent_function
Hlavní zprávy - rozhovory a komentáře,Petr Pavel ve Sněmovně. Vražda v Brně. Rodiče v nemocnicích. Ceny brambor,2023-06-13,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-petr-pavel-ve-snemovne-vrazda-v-brne-rodice-v-nemocnicich-9013659,"Pomůže prezident Petr Pavel najít koalici a opozici shodu na dlouhodobých prioritách? Hrozí, že víkendovou vraždu mladého Roma v Brně zneužijí extremisté? Musí nemocnice umožnit rodičům hospitalizovaných dětí, aby je doprovázeli skutečně vždy a všude? A jaké budou letos ceny brambor? Poslechněte si odpolední publicistiku s Vladimírem Krocem.","Kroc,Vladimír",4,"Hosty Vladimíra Kroce byli:Petr Honzejk, komentátor Hospodářských novin;Lucie Fuková, vládní zmocněnkyně pro romskou menšinu;Martin Ježek, právník kanceláře ombudsmana;Josef Králíček, předseda Českého bramborářského svazu.",Lucie,Fuková,vládní zmocněnkyně pro romskou menšinu
Hlavní zprávy - rozhovory a komentáře,Petr Pavel ve Sněmovně. Vražda v Brně. Rodiče v nemocnicích. Ceny brambor,2023-06-13,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-petr-pavel-ve-snemovne-vrazda-v-brne-rodice-v-nemocnicich-9013659,"Pomůže prezident Petr Pavel najít koalici a opozici shodu na dlouhodobých prioritách? Hrozí, že víkendovou vraždu mladého Roma v Brně zneužijí extremisté? Musí nemocnice umožnit rodičům hospitalizovaných dětí, aby je doprovázeli skutečně vždy a všude? A jaké budou letos ceny brambor? Poslechněte si odpolední publicistiku s Vladimírem Krocem.","Kroc,Vladimír",4,"Hosty Vladimíra Kroce byli:Petr Honzejk, komentátor Hospodářských novin;Lucie Fuková, vládní zmocněnkyně pro romskou menšinu;Martin Ježek, právník kanceláře ombudsmana;Josef Králíček, předseda Českého bramborářského svazu.",Martin,Ježek,právník kanceláře ombudsmana
Hlavní zprávy - rozhovory a komentáře,Petr Pavel ve Sněmovně. Vražda v Brně. Rodiče v nemocnicích. Ceny brambor,2023-06-13,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-petr-pavel-ve-snemovne-vrazda-v-brne-rodice-v-nemocnicich-9013659,"Pomůže prezident Petr Pavel najít koalici a opozici shodu na dlouhodobých prioritách? Hrozí, že víkendovou vraždu mladého Roma v Brně zneužijí extremisté? Musí nemocnice umožnit rodičům hospitalizovaných dětí, aby je doprovázeli skutečně vždy a všude? A jaké budou letos ceny brambor? Poslechněte si odpolední publicistiku s Vladimírem Krocem.","Kroc,Vladimír",4,"Hosty Vladimíra Kroce byli:Petr Honzejk, komentátor Hospodářských novin;Lucie Fuková, vládní zmocněnkyně pro romskou menšinu;Martin Ježek, právník kanceláře ombudsmana;Josef Králíček, předseda Českého bramborářského svazu.",Josef,Králíček,předseda Českého bramborářského svazu
Hlavní zprávy - rozhovory a komentáře,Aktuální ruské cíle. 10 let od pádu Nečasovy vlády. Děti za druhé světové války na převýchově,2023-06-13,12:10,https://plus.rozhlas.cz/poledni-publicistika-aktualni-ruske-cile-10-let-od-padu-necasovy-vlady-deti-za-9013347,"Jakými střelami a drony a na jaké cíle aktuálně útočí Rusko na Ukrajině? Před 10 lety provedla policie zásah na Úřadu vlády, který vedl k pádu vlády Petra Nečase. Byl postup policistů tehdy oprávněný a adekvátní? A kolik českých dětí během druhé světové války odvezli nacisté na převýchovu do Německa? Poslechněte si polední publicistiku.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře jsou:Milan Mikulecký, vojenský analytik;Jindřich Šídlo, komentátor serveru Seznam Zprávy;Pavla Plachá, historička Ústavu pro studium totalitních režimů.",Milan,Mikulecký,vojenský analytik
Hlavní zprávy - rozhovory a komentáře,Aktuální ruské cíle. 10 let od pádu Nečasovy vlády. Děti za druhé světové války na převýchově,2023-06-13,12:10,https://plus.rozhlas.cz/poledni-publicistika-aktualni-ruske-cile-10-let-od-padu-necasovy-vlady-deti-za-9013347,"Jakými střelami a drony a na jaké cíle aktuálně útočí Rusko na Ukrajině? Před 10 lety provedla policie zásah na Úřadu vlády, který vedl k pádu vlády Petra Nečase. Byl postup policistů tehdy oprávněný a adekvátní? A kolik českých dětí během druhé světové války odvezli nacisté na převýchovu do Německa? Poslechněte si polední publicistiku.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře jsou:Milan Mikulecký, vojenský analytik;Jindřich Šídlo, komentátor serveru Seznam Zprávy;Pavla Plachá, historička Ústavu pro studium totalitních režimů.",Jindřich,Šídlo,komentátor serveru Seznam Zprávy
Hlavní zprávy - rozhovory a komentáře,Aktuální ruské cíle. 10 let od pádu Nečasovy vlády. Děti za druhé světové války na převýchově,2023-06-13,12:10,https://plus.rozhlas.cz/poledni-publicistika-aktualni-ruske-cile-10-let-od-padu-necasovy-vlady-deti-za-9013347,"Jakými střelami a drony a na jaké cíle aktuálně útočí Rusko na Ukrajině? Před 10 lety provedla policie zásah na Úřadu vlády, který vedl k pádu vlády Petra Nečase. Byl postup policistů tehdy oprávněný a adekvátní? A kolik českých dětí během druhé světové války odvezli nacisté na převýchovu do Německa? Poslechněte si polední publicistiku.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře jsou:Milan Mikulecký, vojenský analytik;Jindřich Šídlo, komentátor serveru Seznam Zprávy;Pavla Plachá, historička Ústavu pro studium totalitních režimů.",Pavla,Plachá,historička Ústavu pro studium totalitních režimů
Interview Plus,"Chystali jsme se na ukrajinskou ofenzívu, teď pomáháme zaplaveným, popisuje Štefan z Člověka v tísni",2023-06-09,11:34,https://plus.rozhlas.cz/chystali-jsme-se-na-ukrajinskou-ofenzivu-ted-pomahame-zaplavenym-popisuje-stefan-9011145,"Z Kachovské přehrady na jihu Ukrajiny se stále valí voda. Zatopila už 600 kilometrů čtverečních v Chersonské oblasti, 14 lidí v důsledku záplav zemřelo, tisíce musely být evakuovány a desetitisíce zůstaly bez dodávek pitné vody. „Ve čtvrtek jsme začali distribuovat vodu ve čtyřech vesnicích na pravém břehu Dněpru, během jednoho dne jsme tam dostali skoro 100 tisíc litrů vody,“ popisuje Petr Štefan z organizace Člověk v tísni.","Fenyková,Šárka",1,"Poslechněte si celé Interview Plus Šárky Fenykové. Hostem je Petr Štefan, mediální koordinátor Člověka v tísni pro Ukrajinu",Štefan,Petr, mediální koordinátor Člověka v tísni pro Ukrajinu
Interview Plus,"Rychetský: Politická zkušenost se na Ústavním soudu hodí, ale od politiků jsem se s radostí odstřihl",2023-06-08,11:34,https://plus.rozhlas.cz/rychetsky-politicka-zkusenost-se-na-ustavnim-soudu-hodi-ale-od-politiku-jsem-se-9010119,"Podruhé během jediného týdne zasahovala česká Justiční stráž proti aktivistům, kteří přišli do budovy soudu podpořit své přátele a narušovali při tom jednání. „Myslím, že jde o naprosto výjimečnou situaci, která je zavrženíhodná, ale nedomnívám se, že by se mohla stát běžnou součástí fungování českého soudnictví,“ komentuje předseda Ústavního soudu Pavel Rychetský.","Fenyková,Šárka",1,Poslechněte si celé Interview Plus Šárky Fenykové,UNKNOWN,Poslechněte si celé Interview Plus Šárky Fenykové,UNKNOWN
Interview Plus,"Představa, že východní Evropa je zkorumpovanější než západní, je jen stereotyp, říká hlavní evropská žalobkyně Kövesi",2023-06-07,11:34,https://plus.rozhlas.cz/predstava-ze-vychodni-evropa-je-zkorumpovanejsi-nez-zapadni-je-jen-stereotyp-9009186,"Úřad evropského veřejného žalobce už zahájil více než 800 vyšetřování a v minulém roce vydal příkazy k zajištění majetku ve výši 359 milionů korun. Přesto podle odhadů Europolu přicházejí na podvodech spojených s DPH evropské země o 50 miliard eur ročně. Co můžou členské státy dělat, aby takovým podvodům zabránily? A ve kterých státech probíhá podvodná činnost více než v jiných?","Bumba,Jan",1,"Poslechněte si Interview Plus Jana Bumby. Hostem je Laura Codruța Kövesi, hlavní evropská žalobkyně",Codruța,Laura, hlavní evropská žalobkyně
Interview Plus,"Polská vládní strana ztrácí kontrolu nad narativem. Tusk ukázal obrovskou sílu, říká novinářka",2023-06-06,11:34,https://plus.rozhlas.cz/polska-vladni-strana-ztraci-kontrolu-nad-narativem-tusk-ukazal-obrovskou-silu-9008322,"Víkendového protestu proti konzervativní vládě se ve Varšavě zúčastnilo kolem půl milionu lidí, kteří vyjadřovali nespokojenost s omezováním lidských práv, inflací a možným zásahem do voleb. „Šlo o společný pochod opozice, lidé měli pocit, že se mohou zúčastnit, aniž by říkali, že je to hlas pro Občanskou platformu. Nejsou spokojeni a 4. června byl krásný den na to to ukázat,“ vysvětluje novinářka Klara Klinger-Kosmala s tím, že jde o výročí prvních svobodných voleb v Polsku.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Klara Klinger-Kosmala, polská novinářka",Klinger-Kosmala,Klara, polská novinářka
Interview Plus,"Manželství je smlouva. Není důvod, aby ji uzavírali jen muž a žena, tvrdí poslankyně Šebelová",2023-06-05,11:34,https://plus.rozhlas.cz/manzelstvi-je-smlouva-neni-duvod-aby-ji-uzavirali-jen-muz-a-zena-tvrdi-9007407,"Spor o manželství pro stejnopohlavní páry nadále štěpí Sněmovnu. V debatě, která byla tak prudká, že ani nedošlo na hlasování, vystoupila i poslankyně Michaela Šebelová (STAN), která mluvila o svých synech, z nichž jeden je gay: „Ukázala jsem, že je to normální lidský příběh. Díky tomu, že dva kolegové ve Sněmovně se vyautovali, tak ta debata je lidštější. Je to takové prolomení bariéry, najednou se v kuloárech začínáme bavit o věcech, o kterých jsme se dříve nebavili.“","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Michaela Šebelová, poslankyně hnutí STAN",Šebelová,Michaela, poslankyně hnutí STAN
Interview Plus,Středula: Vláda nechává občany zaplatit za své chyby. K prosperitě se nelze proškrtat,2023-06-02,11:34,https://plus.rozhlas.cz/stredula-vlada-nechava-obcany-zaplatit-za-sve-chyby-k-prosperite-se-nelze-9005805,"Odbory tvrdě kritizují vládní konsolidační balíček. Zveřejnily desítky připomínek k bodům, které vláda považuje za zásadní, před pár dny také zřídily stávkový výbor a připravují se na celostátní protestní akci. „Děláme stejnou chybu jako v letech 2008–2012. Politici si myslí, že se k prosperitě můžeme proškrtat. To je fatální chyba. Výsledkem tohoto snažení nemůže být prosperita,“ míní předseda Českomoravské konfederace odborových svazů Josef Středula.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Josef Středula, předseda Českomoravské konfederace odborových svazů",Středula,Josef, předseda Českomoravské konfederace odborových svazů
Interview Plus,"V justici máme 60 procent žen. Ústavní soud ale zůstává mužskou institucí, kritizuje právnička",2023-06-01,11:34,https://plus.rozhlas.cz/v-justici-mame-60-procent-zen-ustavni-soud-ale-zustava-muzskou-instituci-9004902,"Už v pondělí jmenuje prezident Petr Pavel tři nové členy Ústavního soudu, které nakonec výraznou většinou schválili senátoři. Dva ze tří nominovaných přitom předtím nedoporučil senátní ústavně-právní výbor. Podle senátorky Hany Kordové Marvanové (za Spolu) by prezident měl se senátory více diskutovat, pokud v budoucnu nechce být překvapen.","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Marie Zámečníková, ústavní právnička",Zámečníková,Marie, ústavní právnička
Interview Plus,"Srbsko kosovskou hranici vojensky určitě nepřekročí. Nepokoje však teď Vučićovi přijdou vhod, říká novinář Naegele",2023-05-31,11:34,https://plus.rozhlas.cz/srbsko-kosovskou-hranici-vojensky-urcite-neprekroci-nepokoje-vsak-ted-vucicovi-9003942,"Neshody ohledně místních voleb v Kosovu vyvolaly nové rozbroje mezi kosovskými Albánci a srbskou menšinou. NATO se rozhodlo posílit mezinárodní jednotky KFOR, které hlídají hranice na severu Kosova, srbský prezident Alexandr Vučić na druhé straně zvýšil bojovou pohotovost na nejvyšší stupeň.","Fenyková,Šárka",1,"Poslechněte si celé Interview Plus Šárky Fenykové. Hostem je Jolyon Naegele, novinář a bývalý politický ředitel mise OSN v Kosovu",Naegele,Jolyon, novinář a bývalý politický ředitel mise OSN v Kosovu
Interview Plus,"Konsolidační balíček je krok správným směrem. Měli bychom se zbavit části dotací, říká viceguvernérka ČNB",2023-05-30,11:34,https://plus.rozhlas.cz/konsolidacni-balicek-je-krok-spravnym-smerem-meli-bychom-se-zbavit-casti-dotaci-9003171,"Přestože se zdá, že inflace začíná pomalu klesat, nejnovější odhady pro zbytek letošního roku se pohybují mezi 11 a 12 %. Podle statistiků přitom česká ekonomika letos za první čtvrtletí klesla meziročně o 0,4 %, což je větší pokles, než se předpokládalo. ČNB zatím neuvažuje o snižování úrokových sazeb, někteří její členové dokonce mluví o zvyšování. Projeví se pokles ekonomiky ve vývoji inflace? A proč má Česko v mezinárodním srovnání jednu z nejvyšších inflací?","Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Eva Zamrazilová, viceguvernérka centrální banky",Zamrazilová,Eva, viceguvernérka centrální banky
Interview Plus,Perebyjnis: Cílem protiofenzivy je osvobodit všechna okupovaná území Ukrajiny podle hranic z roku 1991,2023-05-29,11:34,https://plus.rozhlas.cz/perebyjnis-cilem-protiofenzivy-je-osvobodit-vsechna-okupovana-uzemi-ukrajiny-9002424,Na ruské požadavky pro nastolení míru na Ukrajině reagoval Kyjev vlastním seznamem mírových podmínek. Ukrajinci striktně odmítají zejména Ruskem vznesený nárok na rozsáhlá ukrajinská území. Zároveň se na sociálních sítích vrchního velitele ukrajinských ozbrojených sil Valerije Zalužného objevilo video o odhodlání Ukrajinců dobýt zpět okupovaná území.,"Bumba,Jan",1,"Poslechněte si celé Interview Plus Jana Bumby. Hostem je Jevhen Perebyjnis, náměstek ukrajinského ministra zahraničí, bývalý velvyslanec v České republice",Perebyjnis,Jevhen, bývalý velvyslanec v České republice
Hlavní zprávy - rozhovory a komentáře,Psychiatrická péče v ČR. Projekt Společnost nedůvěry. Pohřebiště na Pankráci,2023-06-12,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-psychiatricka-pece-v-cr-projekt-spolecnost-neduvery-9012948,"Jak daleko je reforma psychiatrické péče v Česku? Co ukazuje průzkum v rámci projektu Českého rozhlasu Společnost nedůvěry, který mapoval, jak lidé přistupují a věří konspiračním teoriím? A čí ostatky mohou být na pohřebišti, které objevili vědci v pražské vazební věznici na Pankráci? Poslechněte si odpolední publicistiku s Tomášem Pancířem.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Tomáš Kašpárek, poradce ministra zdravotnictví, místopředseda Národní rady pro duševní zdraví;Jan Cibulka, datový novinář serveru iRozhlas.cz;Aleš Kýr, historik vězeňské služby.",Tomáš,Kašpárek,"poradce ministra zdravotnictví, místopředseda Národní rady pro duševní zdraví"
Hlavní zprávy - rozhovory a komentáře,Psychiatrická péče v ČR. Projekt Společnost nedůvěry. Pohřebiště na Pankráci,2023-06-12,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-psychiatricka-pece-v-cr-projekt-spolecnost-neduvery-9012948,"Jak daleko je reforma psychiatrické péče v Česku? Co ukazuje průzkum v rámci projektu Českého rozhlasu Společnost nedůvěry, který mapoval, jak lidé přistupují a věří konspiračním teoriím? A čí ostatky mohou být na pohřebišti, které objevili vědci v pražské vazební věznici na Pankráci? Poslechněte si odpolední publicistiku s Tomášem Pancířem.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Tomáš Kašpárek, poradce ministra zdravotnictví, místopředseda Národní rady pro duševní zdraví;Jan Cibulka, datový novinář serveru iRozhlas.cz;Aleš Kýr, historik vězeňské služby.",Jan,Cibulka,datový novinář serveru iRozhlas cz
Hlavní zprávy - rozhovory a komentáře,Psychiatrická péče v ČR. Projekt Společnost nedůvěry. Pohřebiště na Pankráci,2023-06-12,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-psychiatricka-pece-v-cr-projekt-spolecnost-neduvery-9012948,"Jak daleko je reforma psychiatrické péče v Česku? Co ukazuje průzkum v rámci projektu Českého rozhlasu Společnost nedůvěry, který mapoval, jak lidé přistupují a věří konspiračním teoriím? A čí ostatky mohou být na pohřebišti, které objevili vědci v pražské vazební věznici na Pankráci? Poslechněte si odpolední publicistiku s Tomášem Pancířem.","Pancíř,Tomáš",3,"Hosty Tomáše Pancíře byli:Tomáš Kašpárek, poradce ministra zdravotnictví, místopředseda Národní rady pro duševní zdraví;Jan Cibulka, datový novinář serveru iRozhlas.cz;Aleš Kýr, historik vězeňské služby.",Aleš,Kýr,historik vězeňské služby
Hlavní zprávy - rozhovory a komentáře,Kauza Mostecká uhelná. Situace na Ukrajině. Zemřel Silvio Berlusconi,2023-06-12,12:10,https://plus.rozhlas.cz/poledni-publicistika-kauza-mostecka-uhelna-situace-na-ukrajine-zemrel-silvio-9012603,"Čeho se podle soudu dopustili bývalí manažeři Mostecké uhelné společnosti? Jak zásadní jsou územní zisky, kterých dosáhla Ukrajina? Protipovodňové stavby. Zemřel bývalý italský premiér Silvio Berlusconi.","Pancíř,Tomáš",3,"Hosté polední publicistiky:Jana Klímová, hlavní ekonomická analytička ČRoJakub Hruška, Ústav výzkumu globální změny AV ČROndřej Houska, Hospodářské noviny",Jana,Klímová,hlavní ekonomická analytička ČRo
Hlavní zprávy - rozhovory a komentáře,Kauza Mostecká uhelná. Situace na Ukrajině. Zemřel Silvio Berlusconi,2023-06-12,12:10,https://plus.rozhlas.cz/poledni-publicistika-kauza-mostecka-uhelna-situace-na-ukrajine-zemrel-silvio-9012603,"Čeho se podle soudu dopustili bývalí manažeři Mostecké uhelné společnosti? Jak zásadní jsou územní zisky, kterých dosáhla Ukrajina? Protipovodňové stavby. Zemřel bývalý italský premiér Silvio Berlusconi.","Pancíř,Tomáš",3,"Hosté polední publicistiky:Jana Klímová, hlavní ekonomická analytička ČRoJakub Hruška, Ústav výzkumu globální změny AV ČROndřej Houska, Hospodářské noviny",Jakub,Hruška,Ústav výzkumu globální změny AV ČR
Hlavní zprávy - rozhovory a komentáře,Kauza Mostecká uhelná. Situace na Ukrajině. Zemřel Silvio Berlusconi,2023-06-12,12:10,https://plus.rozhlas.cz/poledni-publicistika-kauza-mostecka-uhelna-situace-na-ukrajine-zemrel-silvio-9012603,"Čeho se podle soudu dopustili bývalí manažeři Mostecké uhelné společnosti? Jak zásadní jsou územní zisky, kterých dosáhla Ukrajina? Protipovodňové stavby. Zemřel bývalý italský premiér Silvio Berlusconi.","Pancíř,Tomáš",3,"Hosté polední publicistiky:Jana Klímová, hlavní ekonomická analytička ČRoJakub Hruška, Ústav výzkumu globální změny AV ČROndřej Houska, Hospodářské noviny",Ondřej,Houska,Hospodářské noviny
Hlavní zprávy - rozhovory a komentáře,Ekologická katastrofa na Ukrajině. Návrat ČSSD do sněmovny. Závod Le Mans,2023-06-11,12:10,https://plus.rozhlas.cz/poledni-publicistika-ekologicka-katastrofa-na-ukrajine-navrat-cssd-do-snemovny-9012006,"Jak se změní jižní Ukrajina po tom, co zmizí Kachovská přehrada? Pomůže sociálním demokratům nové jméno, nové logo a staronový předseda dostat se zpátky do sněmovny? A v jaké kondici je slavný závod Le Mans 100 let od svého založení?","Štechrová,Věra",3,"Hosty Věry Štechrové byli:Bohumír Jánský, geograf a hydrolog z Přírodovědecké fakulty Univerzity Karlovy;Michal Šmarda, předseda ČSSD a starosta Nového Města na Moravě;Martin Straka, fotograf, publicista, komentátor Eurosportu.",Bohumír,Jánský,geograf a hydrolog z Přírodovědecké fakulty Univerzity Karlovy
Hlavní zprávy - rozhovory a komentáře,Ekologická katastrofa na Ukrajině. Návrat ČSSD do sněmovny. Závod Le Mans,2023-06-11,12:10,https://plus.rozhlas.cz/poledni-publicistika-ekologicka-katastrofa-na-ukrajine-navrat-cssd-do-snemovny-9012006,"Jak se změní jižní Ukrajina po tom, co zmizí Kachovská přehrada? Pomůže sociálním demokratům nové jméno, nové logo a staronový předseda dostat se zpátky do sněmovny? A v jaké kondici je slavný závod Le Mans 100 let od svého založení?","Štechrová,Věra",3,"Hosty Věry Štechrové byli:Bohumír Jánský, geograf a hydrolog z Přírodovědecké fakulty Univerzity Karlovy;Michal Šmarda, předseda ČSSD a starosta Nového Města na Moravě;Martin Straka, fotograf, publicista, komentátor Eurosportu.",Michal,Šmarda,předseda ČSSD a starosta Nového Města na Moravě
Hlavní zprávy - rozhovory a komentáře,Ekologická katastrofa na Ukrajině. Návrat ČSSD do sněmovny. Závod Le Mans,2023-06-11,12:10,https://plus.rozhlas.cz/poledni-publicistika-ekologicka-katastrofa-na-ukrajine-navrat-cssd-do-snemovny-9012006,"Jak se změní jižní Ukrajina po tom, co zmizí Kachovská přehrada? Pomůže sociálním demokratům nové jméno, nové logo a staronový předseda dostat se zpátky do sněmovny? A v jaké kondici je slavný závod Le Mans 100 let od svého založení?","Štechrová,Věra",3,"Hosty Věry Štechrové byli:Bohumír Jánský, geograf a hydrolog z Přírodovědecké fakulty Univerzity Karlovy;Michal Šmarda, předseda ČSSD a starosta Nového Města na Moravě;Martin Straka, fotograf, publicista, komentátor Eurosportu.",Martin,Straka,"fotograf, publicista, komentátor Eurosportu"
Hlavní zprávy - rozhovory a komentáře,Sjezd ČSSD. Obvinění Donalda Trumpa. Předvolební kampaň na Slovensku,2023-06-10,12:10,https://plus.rozhlas.cz/poledni-publicistika-sjezd-cssd-obvineni-donalda-trumpa-predvolebni-kampan-na-9011820,Sociální demokracie bude dnes na sjezdu hlasovat o novém vedení. Jaké má bývalá vládní strana vyhlídky? Exprezident Donald Trump byl obviněn z držení utajovaných informací a maření spravedlnosti. Zkomplikuje mu soudní proces kandidaturu v roce 2024? Na Slovensku oficiálně začala kampaň před předčasnými parlamentními volbami. Co všechno může přinést?,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Vladimíra Dvořáková, ředitelka Masarykova ústavu vyšších studií ČVUT;Kateřina Březinová, vedoucí Iberoamerického centra Metropolitní univerzity Praha;Grigorij Mesežnikov, politolog a prezident slovenského Institutu pro veřejné otázky.",Vladimíra,Dvořáková,ředitelka Masarykova ústavu vyšších studií ČVUT
Hlavní zprávy - rozhovory a komentáře,Sjezd ČSSD. Obvinění Donalda Trumpa. Předvolební kampaň na Slovensku,2023-06-10,12:10,https://plus.rozhlas.cz/poledni-publicistika-sjezd-cssd-obvineni-donalda-trumpa-predvolebni-kampan-na-9011820,Sociální demokracie bude dnes na sjezdu hlasovat o novém vedení. Jaké má bývalá vládní strana vyhlídky? Exprezident Donald Trump byl obviněn z držení utajovaných informací a maření spravedlnosti. Zkomplikuje mu soudní proces kandidaturu v roce 2024? Na Slovensku oficiálně začala kampaň před předčasnými parlamentními volbami. Co všechno může přinést?,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Vladimíra Dvořáková, ředitelka Masarykova ústavu vyšších studií ČVUT;Kateřina Březinová, vedoucí Iberoamerického centra Metropolitní univerzity Praha;Grigorij Mesežnikov, politolog a prezident slovenského Institutu pro veřejné otázky.",Kateřina,Březinová,vedoucí Iberoamerického centra Metropolitní univerzity Praha
Hlavní zprávy - rozhovory a komentáře,Sjezd ČSSD. Obvinění Donalda Trumpa. Předvolební kampaň na Slovensku,2023-06-10,12:10,https://plus.rozhlas.cz/poledni-publicistika-sjezd-cssd-obvineni-donalda-trumpa-predvolebni-kampan-na-9011820,Sociální demokracie bude dnes na sjezdu hlasovat o novém vedení. Jaké má bývalá vládní strana vyhlídky? Exprezident Donald Trump byl obviněn z držení utajovaných informací a maření spravedlnosti. Zkomplikuje mu soudní proces kandidaturu v roce 2024? Na Slovensku oficiálně začala kampaň před předčasnými parlamentními volbami. Co všechno může přinést?,"Štechrová,Věra",3,"Hosty Věry Štechrové byli:Vladimíra Dvořáková, ředitelka Masarykova ústavu vyšších studií ČVUT;Kateřina Březinová, vedoucí Iberoamerického centra Metropolitní univerzity Praha;Grigorij Mesežnikov, politolog a prezident slovenského Institutu pro veřejné otázky.",Grigorij,Mesežnikov,politolog a prezident slovenského Institutu pro veřejné otázky
Hlavní zprávy - rozhovory a komentáře,Odškodnění pro znásilněné. Obvinění Trumpa. Dohoda o migrační reformě. Petr Popelka,2023-06-09,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-odskodneni-pro-znasilnene-obvineni-trumpa-dohoda-o-9011562,"Pomůže možnost uložení peněžitého trestu pachatelům znásilnění tomu, aby oběti snadněji získali náhradu škody? Může další obvinění Donalda Trumpa zkomplikovat jeho snahu o návrat do Bílého domu? Jak se na kompromisní dohodu o migrační reformě dívá Itálie? A co znamená pro Symfonický orchestr ČRo angažmá jeho šéfdirigenta Petra Popelky v prestižním vídeňském orchestru?","Pancíř,Tomáš",4,"Hosty Tomáše Pancíře byli:Martin Mejstřík, politolog z Fakulty sociálních věd Univerzity Karlovy;Jan Kaliba, zpravodaj ČRo ve Spojených státech;Veronika Ježková, advokátka specializující se na případy sexuálního a domácího násilí;Jakub Čížek, ředitel Symfonického orchestru ČRo.",Martin,Mejstřík,politolog z Fakulty sociálních věd Univerzity Karlovy
Hlavní zprávy - rozhovory a komentáře,Odškodnění pro znásilněné. Obvinění Trumpa. Dohoda o migrační reformě. Petr Popelka,2023-06-09,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-odskodneni-pro-znasilnene-obvineni-trumpa-dohoda-o-9011562,"Pomůže možnost uložení peněžitého trestu pachatelům znásilnění tomu, aby oběti snadněji získali náhradu škody? Může další obvinění Donalda Trumpa zkomplikovat jeho snahu o návrat do Bílého domu? Jak se na kompromisní dohodu o migrační reformě dívá Itálie? A co znamená pro Symfonický orchestr ČRo angažmá jeho šéfdirigenta Petra Popelky v prestižním vídeňském orchestru?","Pancíř,Tomáš",4,"Hosty Tomáše Pancíře byli:Martin Mejstřík, politolog z Fakulty sociálních věd Univerzity Karlovy;Jan Kaliba, zpravodaj ČRo ve Spojených státech;Veronika Ježková, advokátka specializující se na případy sexuálního a domácího násilí;Jakub Čížek, ředitel Symfonického orchestru ČRo.",Jan,Kaliba,zpravodaj ČRo ve Spojených státech
Hlavní zprávy - rozhovory a komentáře,Odškodnění pro znásilněné. Obvinění Trumpa. Dohoda o migrační reformě. Petr Popelka,2023-06-09,18:10,https://plus.rozhlas.cz/odpoledni-publicistika-odskodneni-pro-znasilnene-obvineni-trumpa-dohoda-o-9011562,"Pomůže možnost uložení peněžitého trestu pachatelům znásilnění tomu, aby oběti snadněji získali náhradu škody? Může další obvinění Donalda Trumpa zkomplikovat jeho snahu o návrat do Bílého domu? Jak se na kompromisní dohodu o migrační reformě dívá Itálie? A co znamená pro Symfonický orchestr ČRo angažmá jeho šéfdirigenta Petra Popelky v prestižním vídeňském orchestru?","Pancíř,Tomáš",4,"Hosty Tomáše Pancíře byli:Martin Mejstřík, politolog z Fakulty sociálních věd Univerzity Karlovy;Jan Kaliba, zpravodaj ČRo ve Spojených státech;Veronika Ježková, advokátka specializující se na případy sexuálního a domácího násilí;Jakub Čížek, ředitel Symfonického orchestru ČRo.",Veronika,Ježková,advokátka specializující se na případy sexuálního a domácího násilí
